TOTAL;SECRETARIA;AGRUPAMENTO;SUBPREFEITURA;ADM REGIONAL;DRE;TIPO UNIDADE; ;CÓDIGO UNIDADE;NOME UNIDADE;ENDEREÇO;TELEFONE;CEP;BAIRRO;INICIO CONVENIO;FIM CONVENIO;TIPO ATENDIMENTO;INICIO DESATIVACAO;FIM DESATIVACAO;CODIGO EOL;INAUGURADO;INICIO TIPO ATENDIMENTO;FIM TIPO ATENDIMENTO
1834;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;11616;CEI CONV. CANTINHO DA SERRA II;R. DARIO VILARES BARBOSA, 537;(11)38516459;2676020;JD PERI ALTO;20/12/2012;19/12/2017;DIRETA;;;306885;28/02/2008;;
1835;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;11202;CEI CONV. CANTINHO DO PROGRESSO II;R. MESTRE SIMEÃO JOSÉ DE NAZARÉ, 369;(11)39893008;2872030;JD. CECI;19/10/2014;18/04/2017;DIRETA;;;306812;13/06/2007;;
1836;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;10624;CEI CONV. FORHUM LAR;R. ÂNGELO BONAVITA, 50;(11)25061501;2562040;VILA SANTA MARIA;21/06/2013;20/06/2018;DIRETA;;;306633;22/08/2005;;
1837;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;9281;CEI CONV. ANTONIO CORREIA;R. ODASSY NAZZALLI, 310;(11)39826545;2617100;VL. DIONÍSIA;01/01/2013;31/12/2017;DIRETA;;;400335;08/02/2000;;
1838;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;9152;CEI CONV. INÁCIO DE LIMA OLIVEIRA;R. CAETANO NOGUEIRA DA COSTA, 571;(11)39838707;2678010;JD. ANTÁRTICA;12/03/2013;12/03/2018;DIRETA;;;400333;08/02/2000;;
1839;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;8794;CEI CONV. MARANATA;RUA  BRIGADEIRO  XAVIER DE BRITO, 577;(11)39650726;2551000;CASA VERDE;01/01/2013;31/12/2017;DIRETA;;;306296;08/02/2000;;
1840;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7898;CEI CONV. FRANCISCO ARCURI;R. FRANCISCO ARCURI, 133;(11)22581354;2650010;JD. PERI;01/01/2013;31/12/2017;DIRETA;;;306292;18/12/2000;;
1841;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7893;CEI CONV. MENINO DEUS;R. CEL. EUCLIDES MACHADO, 158;(11)39350233;2713000;JD DAS GRAÇAS;01/01/2013;31/12/2017;DIRETA;;;306606;18/12/2000;;
1842;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7887;CEI CONV. MEU CANTINHO I;R. DES .RODRIGUES SETTE, 165;(11)22312329 (11)22319427;2634070;JD. PERI;01/01/2013;31/12/2017;DIRETA;;;306299;08/02/2000;;
1843;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7880;CEI CONV. CONSOLATA;R. CDESA. AMÁLIA MATARAZZO, 13;(11)22319258;2652000;JD. PERI;01/01/2013;31/12/2017;DIRETA;;;306288;18/12/2000;;
1844;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;12900;CEI CONV. BENIGNA CARDOSO;R. ANTONINI FERDINANDO, 30;(11)39244074;2856050;JD. PRINCESA;04/02/2014;03/02/2019;DIRETA;;;308046;25/03/2014;;
1845;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;12896;CEI CONV. EDNA MATTOS;R. MESTRE SIMEÃO JOSÉ DE NAZARÉ, 368;(11)39248299;2872030;JD. CECI;15/01/2014;14/01/2019;DIRETA;;;308041;17/03/2014;;
1846;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;12271;CEI CONV CIRANDINHA DAS ROSAS;RUA DOUTOR PAULO FURTADO DE OLIVEIRA, 274;(11)39853557;2674030;JD SANTA CRUZ;26/08/2014;25/02/2017;DIRETA;;;307137;15/10/2009;;
1847;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;10966;CEI CONV. CANTINHO DA SERRA I;R. GERVASIO LEITE REBELO, 1138A;(11)39840424;2575050;JD. PERI ALTO;08/05/2014;07/05/2017;DIRETA;;;306764;25/10/2006;;
1848;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;10506;CEI CONV. VALE VERDE;R. LUIZ MACÁRIO DE CASTRO, 53;(11)39895976;2672010;JD.PERI;17/11/2015;16/05/2018;DIRETA;;;306616;08/11/2004;;
1849;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7897;CEI CONV. STO. EXPEDITO;R. VINTE E DOIS DE AGOSTO, 263;(11)22350365;2617000;V.DIONISIA;01/01/2013;31/12/2017;DIRETA;;;306721;08/02/2000;;
1850;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7882;CEI CONV. MARIA DULCE;R. JAGUARETE, 172;(11)39660658;2515010;CASA VERDE;01/01/2008;31/12/2017;DIRETA;;;306297;18/12/2000;;
1851;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;9740;CEI CONV. LAR DA CRIANÇA ANANDA MARGA;R. ANTONIO LOPEZ DE BARROS, 825;(11)39849857;2675000;JD. PERI ALTO;21/05/2013;19/06/2018;DIRETA;;;306527;29/04/2003;;
1852;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;9670;CEI CONV. GENTE INOCENTE;R.DOM JOSÉ DE MORAES TORRES, 323;(11)39668231;2545080;CASA VERDE ALTA;01/01/2013;31/12/2017;DIRETA;;;400465;11/11/2002;;
1853;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7883;CEI CONV. PQ. PERUCHE;RUA SANTA EUDÓXIA, 730;(11)39667647;2533011;PQ. PERUCHE;01/01/2008;31/12/2017;DIRETA;;;400347;18/12/2000;;
1854;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;9;CEI MUNICIPAL       ;7588;CEI MUN. JD. PERI - (TERCEI.);R. AFONSO LOPES VIEIRA, 57;(11)38517646;2671100;VILA DIONISIA;;;TERCEIRIZADA;;;400109;08/02/2000;24/07/2008;
1855;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;9;CEI MUNICIPAL       ;10535;CEI MUN. PROF. REYNALDO M. FREITAS E SILVA - (TERCEI.);R. OSCAR MOURA DE LACERDA, 200;(11)22398220;2541070;JARDIM ROSSIN;;;TERCEIRIZADA;;;400569;22/02/2005;04/02/2005;
1856;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;9;CEI MUNICIPAL       ;7589;CEI MUN. VL. PRADO - (TERCEI.);R. QUARTIM BARBOSA, 40;(11)39658167;2563040;DO LIMÃO;;;TERCEIRIZADA;;;400256;08/02/2000;05/04/2005;
1857;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;9;CEI MUNICIPAL       ;8162;CEI MUN. CASA VERDE (TERC);RUA BRAZELISA ALVES DE CARVALHO, 500;(11)39665652;2510030;VILA BARUEL;;;TERCEIRIZADA;;;400023;23/03/1999;12/05/2016;
1858;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;9;CEI MUNICIPAL       ;9651;CEI MUN. GUILHERME HENRIQUE PINTO COELHO - (TERCEI.);R. DOS PIONEIROS, 26;(11)22556294;2567200;VL.NOVA CACHOEIRINHA;;;TERCEIRIZADA;;;400276;30/12/2003;05/04/2005;
1859;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6;EMEBS               ;9381;EMEBS PROF. MÁRIO PEREIRA BICUDO (TERC);AVENIDA FÉLIX  ALVES PEREIRA, S/N;(11)39856179;2882030;JARDIM CENTENÁRIO;;;TERCEIRIZADA;;;19453;;01/02/2011;
1860;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;7080;EMEF PAULO NOGUEIRA FILHO - (TERCEI.);R. BRAZELISA ALVES DE CARVALHO, 356;(11)39664317;2510030;VILA BARUEL;;;TERCEIRIZADA;;;91804;28/02/1994;10/07/2007;
1861;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;7081;EMEF PROF. OSVALDO QUIRINO SIMÕES - (TERCEI.);R. CAMILO PEÇANHA, 10;(11)38515329;2670030;VL. DIONÍSIA;;;TERCEIRIZADA;;;94293;02/03/1994;11/08/2003;
1862;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;7082;EMEF HUMBERTO DANTAS - (TERCEI.);R. MANOEL DIAS DE CAMPO, 464;(11)39666947;2564010;CASA VERDE ALTA;;;TERCEIRIZADA;;;94331;28/02/1994;03/04/2003;
1863;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;12217;EMEF GILBERTO DUPAS (TERC);AV. DEP. EMÍLIO CARLOS, 3641;(11)39831611;2721200;LIMÃO;;;TERCEIRIZADA;;;19405;01/06/2009;01/06/2009;
1864;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;11830;EMEF CHB. VILA NOVA CACHOEIRINHA - (TERCEI.);R. JORNALISTA OCTÁVIO RIBEIRO PENNA BRANCA, 20;(11)22080700;2617140;VL. DIONISIA;;;TERCEIRIZADA;;;19395;19/08/2008;19/08/2008;
1865;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;7087;EMEF PROF. ROBERTO PATRÍCIO - (TERCEI.);R. ANTÔNIO DOMINGUES DE FREITAS, 147;(11)22586078;2615020;VL. AMÁLIA;;;TERCEIRIZADA;;;299;17/02/1995;06/02/2006;
1866;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;7086;EMEF AV. TTE. FREDERICO GUSTAVO DOS SANTOS - (TERCEI.);AV. GAL. PENHA BRASIL, 139;(11)38515820;2673000;NOVA CACHOERINHA;;;TERCEIRIZADA;;;94307;28/02/1994;10/07/2007;
1867;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;9349;EMEF ZILKA S. DE CARVALHO - CHB. JD. ANTART - (TERCEI.);R. ANTÔNIO DE FRANÇA E HORTA, 35;(11)22581011;2652110;JD. ANTÁRTICA;;;TERCEIRIZADA;;;19402;02/09/1999;14/03/2002;
1868;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;7084;EMEF DNA. ANGELINA MAFFEI VITA - (TERCEI.);R. ZILDA, 193;(11)38579122;2545000;CASA VERDE ALTA;;;TERCEIRIZADA;;;94358;02/03/1994;24/07/2008;
1869;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;7089;EMEF MARCILIO DIAS - (TERCEI.);R. RIBEIRO JUNQUEIRA, 259;(11)39813334;2473010;IMIRIM;;;TERCEIRIZADA;;;94692;02/03/1994;10/07/2007;
1870;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;7085;EMEF CTE. GARCIA D'AVILA - (TERCEI.);R. ARMANDO COELHO SILVA, 859;(11)22391197;2539000;PQ. PERUCHE;;;TERCEIRIZADA;;;94366;02/03/1994;03/04/2003;
1871;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2;EMEF                ;7083;EMEF PROF. AROLDO DE AZEVEDO (TERC);R. FRANCISCO AUGUSTO LOPES, 223;(11)39663047;2557120;VL. BARBOSA;;;TERCEIRIZADA;;;94340;02/03/1994;01/02/2011;
1872;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;6721;EMEI ROSA E CAROLINA AGAZZI - (TERCEI.);R. DR. ARAÚJO CASTRO, S/N;(11)38510054;2649010;JD. PERI NOVO;;;TERCEIRIZADA;;;91537;02/03/1994;24/05/2007;
1873;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;6737;EMEI PROF. ARLINDO VEIGA DOS SANTOS (TERC);R. FELIX  ALVES  PEREIRA, 9;(11)38518885;2882030;JD. CENTENÁRIO;;;TERCEIRIZADA;;;98957;28/03/1994;08/06/2015;
1874;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;6741;EMEI MAL. ODILIO DENYS (TERC);R. PORTEIRA DO PINHAL, 206;(11)39811612;2473040;VL. ROQUE;;;TERCEIRIZADA;;;98965;02/03/1994;15/08/2012;
1875;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;6739;EMEI VICENTE PAULO DA SILVA - (TERCEI.);RUA DOUTOR FLEURY SILVEIRA, 295;(11)39813227;2563010;VL. SANTA MARIA;;;TERCEIRIZADA;;;94;02/03/1994;10/07/2007;
1876;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;11087;EMEI 7 DE SETEMBRO - (TERCEI.);R. BALTAZAR ABADAL, 23;(11)39510799;2560150;COHAB.CASA VERDE;;;TERCEIRIZADA;;;91731;05/02/2007;05/02/2007;
1877;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;6724;EMEI ABELARDO GALDINO PINTO PIOLIN - (TERCEI.);PÇA. DO CENTENÁRIO, 70;(11)39550167;2515040;CASA VERDE;;;TERCEIRIZADA;;;91561;02/03/1994;10/07/2007;
1878;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;6723;EMEI NELSON MANDELA (TERC);AV. PROF. CELESTINO BOURROUL, 358;(11)39661082;2710000;LIMÃO;;;TERCEIRIZADA;;;91553;02/03/1994;10/07/2007;
1879;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;6740;EMEI JÚLIO MESQUITA FILHO (TERC);R. PROF. JOSÉ SOARES DE MELLO, 64;(11)38514943;2882100;VL.NOVA CACHOEIRINHA;;;TERCEIRIZADA;;;91545;09/02/1994;17/05/2016;
1880;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;9095;EMEI ANTONIO CALLADO - (TERCEI.);R. ARAGUACEMA, 100;(11)39551199;2558070; DO LIMÃO;;;TERCEIRIZADA;;;18554;03/03/1998;10/07/2007;
1881;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;8569;EMEI PROFA. MARIA LÚCIA PETIT DA SILVA - (TERCEI.);R. SOLAR, 303;(11)22582221;2652160;CHB. JD. ANTÁRTICA;;;TERCEIRIZADA;;;13315;02/03/1994;10/07/2007;
1882;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;6734;EMEI DR. ENZO SILVEIRA - (TERCEI.);R. ARMANDO COELHO SILVA, 911;(11)22393721;2539000;PQ. PERUCHE;;;TERCEIRIZADA;;;91596;02/03/1994;10/07/2007;
1883;SME            ;3;CASA VER. / CACHOEI.;CV;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;1;EMEI                ;6732;EMEI BRIG. EDUARDO GOMES - (TERCEI.);R. STA. EUDOXIA, 800;(11)39660434;2533011;PQ. PERUCHE;;;TERCEIRIZADA;;;91570;09/02/1994;24/07/2008;
1884;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;29;CCI                 ;11563;CCI N. SRA . DO Ó (TERC);AV. ITABERABA, 1377;(11)39996911 (11)39920247;2734000;FREGUESIA DO Ó;;;TERCEIRIZADA;;;400498;17/12/2007;15/08/2016;
1885;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7800;CEI CONV. CORAÇÃO MATERNO;R. ANTONIO PIRES, 663;(11)39310106;2730000;FREGUESIA DO Ó;01/01/2013;12/04/2018;DIRETA;;;306158;10/10/1984;;
1886;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7875;CEI CONV. STA. TEREZINHA;R. JARAQUI, 148;(11)38515265;2877090;JD. RECANTO;01/01/2013;31/12/2017;DIRETA;;;306303;18/12/2000;;
1887;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7878;CEI CONV. TEQUINHO DO CÉU;PÇA. JEQUIÉ, 38;(11)39849889;2839120;JD. MARACANÃ;01/01/2013;31/12/2017;DIRETA;;;400327;01/09/1995;;
1888;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7881;CEI CONV. BATUIRA;R. JORGE PIRES RAMALHO, 70;(11)39244931;2846190;VILA ISABEL;01/01/2013;31/12/2017;DIRETA;;;306284;18/12/2000;;
1889;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7888;CEI CONV. N. SRA. DAS DORES I;R. RENDEIRA, 75;(11)38595475;2878160;JD. VISTA ALEGRE;01/01/2013;31/12/2017;DIRETA;;;306300;08/02/2000;;
1890;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7890;CEI CONV. CASA DA CRIANÇA STA. TEREZINHA;R. JORGE PALMIRO MERCADO, 121;(11)39240406 (11)39237885;2854020;VL. STA. TEREZINHA;01/07/2015;31/12/2017;DIRETA;;;306286;01/04/1984;;
1891;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;10470;CEI CONV. CANTINHO DO PROGRESSO;R. AVOANTE, 83;(11)39258420;2879010;JD.DAMASCENO;19/06/2013;18/06/2018;DIRETA;;;306622;27/09/2004;;
1892;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;10097;CEI CONV. GIRASSOL;R. HERMAN RECHTER, 8;(11)39860516;2864050;VILA  PENTEADO;02/06/2013;01/06/2018;DIRETA;;;306522;07/05/2004;;
1893;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;9890;CEI CONV. PINGO DE GENTE;R. DANIEL PEREIRA, 238;(11)38519034;2870010;PARQUE TIETÊ;17/11/2015;16/05/2018;DIRETA;;;400556;04/09/2003;;
1894;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7584;CEI CONV. JD. GUARANI;R. SANTANA DO ARACUAI, 168;(11)39211055;2849130;JD. GUARANI;01/01/2013;31/12/2017;DIRETA;;;400324;06/02/2001;;
1895;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;9573;CEI CONV. PRIMEIROS PASSOS;R. MORATO DE OLIVEIRA, 626;(11)39893383;2764010;JD. CACHOEIRA;01/01/2013;31/12/2017;DIRETA;;;306508;;;
1896;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;10630;CEI CONV. ANGLICANA LINA RODRIGUES;R. NÍCIA COUTINHO PATRÍCIO, 128;(11)39841624;2866000;V.PENTEADO;01/10/2014;31/03/2017;DIRETA;;;306664;31/08/2005;;
1897;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;10628;CEI CONV. CORUJINHA;R. VIRAJUBA, 1109;(11)39234989;2847085;BRASILÂNDIA;22/07/2015;21/01/2018;DIRETA;;;306665;31/08/2005;;
1898;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;9209;CEI CONV. JD. DAMASCENO;R. GREGÓRIO POMAR, 10A;(11)39246562;2879050;JD. DAMASCENO;08/02/2013;07/02/2018;DIRETA;;;400325;06/02/2001;;
1899;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;9173;CEI CONV. DO JD. PAULISTANO;ESTR. DA CACHOEIRA, 22 A;(11)39720597;2814090;JD. PAULISTANO;01/01/2013;31/12/2017;DIRETA;;;306290;06/02/2001;;
1900;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;11481;CEI CONV. UNIVERSO INFANTIL;RUA JOÃO PINTO DE OLIVEIRA, 541;(11)39218360;2849110;JARDIM GUARANI;28/12/2014;27/06/2017;DIRETA;;;306829;10/08/2007;;
1901;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;7876;CEI CONV. BRINCANDO TAMBÉM SE APRENDE - JS;R. DOS PATIS, 308;(11)39833867;2613000;VL NOVA CACHOEIRINHA;01/01/2013;31/12/2017;DIRETA;;;306285;06/02/2001;;
1902;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;11154;CEI CONV. NOVA GERAÇÃO;R. ANTONIO DE ALMEIDA VIANA, 259;(11)39830387;2849000;JD. ANA MARIA;08/09/2014;07/03/2017;DIRETA;;;306796;20/04/2007;;
1903;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;11153;CEI CONV. VALE VERDE II;R. JACIARA, 5;(11)39246230;2879020;JD. DAMASCENO;28/08/2014;27/02/2017;DIRETA;;;306792;20/04/2007;;
1904;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;11152;CEI CONV. CANTINHO VALE VERDE;R. VICENTE LISTO, 199;(11)39246226;2856090;JD. PRINCESA;02/10/2014;01/04/2017;DIRETA;;;306791;20/04/2007;;
1905;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;11151;CEI CONV. ESPÍRITA TEREZINHA DE JESUS;R. CRESPO DE CARVALHO, 34;(11)39752801;2832210;PQ. SÃO LUIZ;01/09/2014;28/02/2017;DIRETA;;;306799;20/04/2007;;
1906;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;10938;CEI CONV. NANY APPLE;R. PEDREGULHO, 128;(11)39230699 (11)0;2757110;VL. BANC. MUNHOZ;17/11/2013;16/05/2018;DIRETA;;;400591;27/09/2006;;
1907;SME            ;3;FREGUESIA/BRASILAN. ;FO;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;11;CEI CONVENIADO      ;10931;CEI CONV. RAIO DE LUZ;AV. GAL. PENHA BRASIL, 2651;(11)39848916;2673000;JD. DOS FRANCOS;17/11/2015;16/05/2018;DIRETA;;;400594;20/09/2006;;
